Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Year,Month
30-11-2011 13:44,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,MISSION,NONE,2400 Block of FOLSOM ST,-122.4146833,37.75807744,2011,11
30-11-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TARAVAL,NONE,800 Block of HEAD ST,-122.4630592,37.72261055,2011,11
19-11-2011 14:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,NONE,500 Block of 45TH AV,-122.506023,37.77813524,2011,11
19-11-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,NORTHERN,NONE,1500 Block of VANNESS AV,-122.4220627,37.78992,2011,11
18-11-2011 16:15,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,"ARREST, BOOKED",1600 Block of MARKET ST,-122.4216195,37.77343394,2011,11
18-11-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,NONE,500 Block of MARKET ST,-122.4001948,37.79005279,2011,11
14-11-2011 17:21,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,2011,11
04-11-2011 21:59,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,RICHMOND,"ARREST, BOOKED",SUTTER ST / BAKER ST,-122.4431823,37.78482734,2011,11
02-11-2011 16:24,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,RICHMOND,"ARREST, BOOKED",2500 Block of SUTTER ST,-122.4423866,37.78498352,2011,11
01-11-2011 01:04,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,CENTRAL,NONE,600 Block of CHESTNUT ST,-122.414077,37.80370389,2011,11
23-10-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,TARAVAL,NONE,200 Block of WINSTON DR,-122.4779767,37.72693464,2011,10
18-10-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,RICHMOND,NONE,200 Block of 20TH AV,-122.4795129,37.78317833,2011,10
17-10-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,MISSION,NONE,4100 Block of 25TH ST,-122.4328495,37.74981628,2011,10
06-10-2011 01:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,MISSION,NONE,2200 Block of MISSION ST,-122.4192122,37.76102442,2011,10
04-10-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,CENTRAL,NONE,200 Block of PINE ST,-122.4003704,37.79223597,2011,10
03-10-2011 09:15,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2011,10
22-09-2011 04:38,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,INGLESIDE,NONE,200 Block of TEDDY AV,-122.4075381,37.7149228,2011,09
20-09-2011 11:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,INGLESIDE,NONE,0 Block of POWERS AV,-122.418985,37.74590984,2011,09
20-09-2011 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,SOUTHERN,NONE,500 Block of HOWARD ST,-122.3981435,37.78694618,2011,09
20-09-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,RICHMOND,NONE,500 Block of 3RD AV,-122.4609316,37.77828655,2011,09
10-09-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,BAYVIEW,NONE,1500 Block of 25TH ST,-122.3941178,37.75251029,2011,09
06-09-2011 17:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336,2011,09
05-09-2011 22:46,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,CENTRAL,NONE,1200 Block of WASHINGTON ST,-122.413834,37.79415897,2011,09
28-08-2011 18:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,TENDERLOIN,NONE,0 Block of POWELL ST,-122.4078454,37.78509432,2011,08
24-08-2011 13:09,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of NICHOLS WY,-122.3872444,37.719513,2011,08
11-08-2011 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,RICHMOND,NONE,800 Block of 29TH AV,-122.4886065,37.77328658,2011,08
09-08-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,MISSION,NONE,800 Block of SANCHEZ ST,-122.4299293,37.75514662,2011,08
16-07-2011 20:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,CENTRAL,NONE,400 Block of GEARY ST,-122.4107216,37.78709665,2011,07
14-07-2011 19:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of STOCKTON ST,-122.4064279,37.78710945,2011,07
13-07-2011 17:40,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,NORTHERN,"ARREST, BOOKED",1400 Block of LOMBARD ST,-122.4253567,37.80108051,2011,07
01-07-2011 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,NORTHERN,"ARREST, BOOKED",3400 Block of PIERCE ST,-122.4397579,37.80215076,2011,07
29-06-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4137537,37.78373004,2011,06
15-06-2011 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,CENTRAL,NONE,800 Block of PINE ST,-122.4098045,37.79092861,2011,06
13-06-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,RICHMOND,NONE,500 Block of 41ST AV,-122.5018697,37.77832448,2011,06
18-05-2011 18:50,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TARAVAL,NONE,0 Block of BRUCE AV,-122.4526328,37.72217771,2011,05
18-05-2011 03:45,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,CENTRAL,NONE,COLUMBUS AV / GREEN ST,-122.409017,37.79948807,2011,05
05-05-2011 14:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,PARK,NONE,0 Block of DOUGLASS ST,-122.4394804,37.76284925,2011,05
23-04-2011 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2011,04
22-04-2011 01:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,RICHMOND,NONE,100 Block of 4TH AV,-122.4624249,37.78602013,2011,04
19-04-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,PARK,NONE,300 Block of UPPER TR,-122.4461467,37.76279771,2011,04
18-04-2011 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,MISSION,NONE,1100 Block of SHOTWELL ST,-122.4150053,37.75001792,2011,04
05-04-2011 16:20,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2011,04
27-03-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,PARK,PROSECUTED BY OUTSIDE AGENCY,100 Block of CORBETT AV,-122.4419851,37.76161977,2011,03
23-03-2011 12:41,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,TARAVAL,NONE,4000 Block of 19TH AV,-122.4710713,37.71569032,2011,03
21-03-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,NORTHERN,NONE,700 Block of 14TH ST,-122.4295531,37.76774905,2011,03
13-03-2011 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,NORTHERN,NONE,700 Block of FILLMORE ST,-122.4313616,37.77629724,2011,03
10-03-2011 11:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073,2011,03
08-03-2011 14:15,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,TENDERLOIN,NONE,0 Block of TURK ST,-122.4098537,37.78338624,2011,03
24-02-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,BAYVIEW,NONE,600 Block of THORNTON AV,-122.4016521,37.73106416,2011,02
22-02-2011 11:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,BAYVIEW,NONE,1400 Block of QUESADA AV,-122.3867689,37.73075419,2011,02
12-02-2011 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,NORTHERN,NONE,1900 Block of CHESTNUT ST,-122.4354432,37.80086412,2011,02
12-02-2011 14:34,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,NONE,300 Block of CLEMENT ST,-122.4628209,37.78295847,2011,02
12-02-2011 13:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,NONE,2600 Block of MCALLISTER ST,-122.455946,37.77549301,2011,02
12-02-2011 11:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,PARK,NONE,0 Block of BUENA VISTA TER,-122.4383542,37.76806158,2011,02
11-02-2011 17:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2011,02
27-01-2011 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,RICHMOND,NONE,400 Block of 31ST AV,-122.4913008,37.78073923,2011,01
16-01-2011 18:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,INGLESIDE,NONE,100 Block of PRENTISS ST,-122.412085,37.74081082,2011,01
13-01-2011 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,NORTHERN,NONE,1300 Block of GOUGH ST,-122.424706,37.78578235,2011,01
10-01-2011 07:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,PARK,NONE,400 Block of STANYAN ST,-122.4544031,37.77381783,2011,01
30-12-2010 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,RICHMOND,NONE,500 Block of 9TH AV,-122.467355,37.77799588,2010,12
27-12-2010 11:48,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.4069776,37.7899181,2010,12
17-12-2010 01:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,MISSION,NONE,24TH ST / FOLSOM ST,-122.414089,37.75250508,2010,12
01-12-2010 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,RICHMOND,NONE,200 Block of 24TH AV,-122.4839375,37.78484818,2010,12
23-10-2010 16:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,INGLESIDE,PROSECUTED BY OUTSIDE AGENCY,500 Block of CARTER ST,-122.423628,37.70880618,2010,10
20-10-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,CENTRAL,NONE,FRONT ST / UNION ST,-122.4004388,37.80152473,2010,10
10-10-2010 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,SOUTHERN,NONE,300 Block of BEALE ST,-122.3919855,37.78802038,2010,10
05-10-2010 13:27,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.4072224,37.78645626,2010,10
05-10-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.420891,37.71209207,2010,10
24-09-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2010,09
20-09-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,NORTHERN,NONE,1300 Block of VANNESS AV,-122.4217342,37.78829613,2010,09
24-08-2010 20:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,INGLESIDE,NONE,500 Block of NAPLES ST,-122.4317472,37.72003384,2010,08
23-08-2010 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.4208641,37.71219983,2010,08
23-08-2010 05:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,BAYVIEW,NONE,700 Block of FELTON ST,-122.4120283,37.72815077,2010,08
14-08-2010 13:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2010,08
12-08-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,RICHMOND,NONE,200 Block of 4TH AV,-122.4622771,37.78395788,2010,08
11-08-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,RICHMOND,NONE,500 Block of 16TH AV,-122.4748183,37.7776572,2010,08
10-08-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,NORTHERN,NONE,1100 Block of SUTTER ST,-122.4193173,37.7879137,2010,08
09-08-2010 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,RICHMOND,NONE,300 Block of 28TH AV,-122.4882191,37.78278486,2010,08
29-07-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,NORTHERN,NONE,1400 Block of SUTTER ST,-122.424252,37.78728704,2010,07
26-07-2010 11:42,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,0 Block of MARKET ST,-122.3950978,37.79405905,2010,07
26-07-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,MISSION,NONE,2700 Block of FOLSOM ST,-122.4142273,37.75328317,2010,07
17-07-2010 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,NONE,800 Block of 32ND AV,-122.4916855,37.77314599,2010,07
17-07-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,CENTRAL,NONE,400 Block of POWELL ST,-122.4084319,37.78877727,2010,07
14-07-2010 13:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,RICHMOND,NONE,400 Block of 16TH AV,-122.4750878,37.77954401,2010,07
04-07-2010 16:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.4105093,37.78604322,2010,07
02-07-2010 09:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,CENTRAL,NONE,2200 Block of STOCKTON ST,-122.4104744,37.80649569,2010,07
20-06-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,PARK,NONE,900 Block of COLE ST,-122.4497938,37.76533298,2010,06
20-06-2010 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,RICHMOND,NONE,800 Block of 36TH AV,-122.4961114,37.77294356,2010,06
17-06-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,INGLESIDE,PROSECUTED BY OUTSIDE AGENCY,0 Block of CUVIER ST,-122.4287183,37.73403041,2010,06
16-06-2010 14:45,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,SOUTHERN,NONE,1300 Block of FOLSOM ST,-122.4124863,37.77300128,2010,06
14-06-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,CENTRAL,NONE,400 Block of THE EMBARCADERONORTH ST,-122.3967085,37.79787289,2010,06
23-05-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,MISSION,NONE,1000 Block of GUERRERO ST,-122.4230275,37.75473875,2010,05
22-05-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129695,37.78394074,2010,05
18-05-2010 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,RICHMOND,NONE,600 Block of 18TH AV,-122.476965,37.77569033,2010,05
08-05-2010 17:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,BAYVIEW,NONE,900 Block of BAY SHORE BL,-122.4039874,37.73180369,2010,05
08-05-2010 08:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,PROSECUTED BY OUTSIDE AGENCY,500 Block of 24TH AV,-122.4835233,37.77916326,2010,05
04-05-2010 08:30,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,NORTHERN,NONE,1400 Block of VANNESS AV,-122.4221635,37.78868564,2010,05
03-05-2010 20:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.4133542,37.7690748,2010,05
25-04-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,TENDERLOIN,NONE,500 Block of ELLIS ST,-122.4154142,37.78447666,2010,04
19-04-2010 15:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4169911,37.77707419,2010,04
19-04-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.4154442,37.77802457,2010,04
28-03-2010 17:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,CENTRAL,NONE,600 Block of MASON ST,-122.4102713,37.78950163,2010,03
23-03-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2010,03
12-03-2010 14:38,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,RICHMOND,NONE,4300 Block of BALBOA ST,-122.5053565,37.77529272,2010,03
10-03-2010 22:08,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.4321162,37.78003044,2010,03
10-03-2010 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2010,03
08-03-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,800 Block of BRYANT ST,-122.4034048,37.77542071,2010,03
25-02-2010 20:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,PARK,NONE,1400 Block of WALLER ST,-122.4479677,37.7688628,2010,02
25-02-2010 10:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2010,02
13-02-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Saturday,RICHMOND,DISTRICT ATTORNEY REFUSES TO PROSECUTE,5400 Block of GEARY BL,-122.4777721,37.78028491,2010,02
28-01-2010 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Thursday,RICHMOND,NONE,2100 Block of BRODERICK ST,-122.4426354,37.79010088,2010,01
23-11-2009 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,CENTRAL,NONE,1300 Block of STOCKTON ST,-122.4086469,37.79811713,2009,11
11-11-2009 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2009,11
15-05-2009 14:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Friday,PARK,NONE,600 Block of FREDERICK ST,-122.4562022,37.76590586,2009,05
01-09-2008 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Monday,MISSION,NONE,2300 Block of MARKET ST,-122.434229,37.76348501,2008,09
01-06-2008 12:00,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,RICHMOND,NONE,100 Block of CLEMENT ST,-122.4606866,37.78316633,2008,06
01-07-2007 00:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Sunday,INGLESIDE,NONE,4800 Block of MISSION ST,-122.437806,37.72054764,2007,07
14-09-2009 20:00,NON-CRIMINAL,ACCIDENTAL BURNS,Monday,MISSION,NONE,600 Block of FLORIDA ST,-122.4110938,37.76104757,2009,09
01-06-2007 07:47,NON-CRIMINAL,ACCIDENTAL BURNS,Friday,RICHMOND,NONE,400 Block of BALBOA ST,-122.4634899,37.77731314,2007,06
07-02-2014 02:30,NON-CRIMINAL,ACCIDENTAL SHOOTING,Friday,BAYVIEW,NONE,0 Block of WHITFIELD CT,-122.3818379,37.73110435,2014,02
06-09-2012 23:00,NON-CRIMINAL,ACCIDENTAL SHOOTING,Thursday,TARAVAL,NONE,2200 Block of 28TH AV,-122.4855996,37.74540252,2012,09
25-03-2012 14:45,NON-CRIMINAL,ACCIDENTAL SHOOTING,Sunday,INGLESIDE,DISTRICT ATTORNEY REFUSES TO PROSECUTE,900 Block of PRAGUE ST,-122.435831,37.71001023,2012,03
22-10-2010 16:30,NON-CRIMINAL,ACCIDENTAL SHOOTING,Friday,BAYVIEW,NOT PROSECUTED,0 Block of CERES ST,-122.3942547,37.7302036,2010,10
24-03-2007 18:47,NON-CRIMINAL,ACCIDENTAL SHOOTING,Saturday,TARAVAL,NONE,1500 Block of 19TH AV,-122.4766054,37.75888972,2007,03
29-07-2006 20:25,NON-CRIMINAL,ACCIDENTAL SHOOTING,Saturday,INGLESIDE,NONE,1700 Block of SUNNYDALE AV,-122.4171448,37.71215029,2006,07
29-06-2006 20:04,NON-CRIMINAL,ACCIDENTAL SHOOTING,Thursday,INGLESIDE,NONE,4200 Block of MISSION ST,-122.4305819,37.72959681,2006,06
04-05-2006 18:33,NON-CRIMINAL,ACCIDENTAL SHOOTING,Thursday,BAYVIEW,NONE,0 Block of NORTHRIDGE RD,-122.3756052,37.73072152,2006,05
06-11-2005 04:30,NON-CRIMINAL,ACCIDENTAL SHOOTING,Sunday,TARAVAL,NONE,2400 Block of 40TH AV,-122.4981921,37.74110234,2005,11
17-10-2004 19:00,NON-CRIMINAL,ACCIDENTAL SHOOTING,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,2004,10
08-07-2004 13:00,NON-CRIMINAL,ACCIDENTAL SHOOTING,Thursday,TARAVAL,NONE,CAPITOL AV / MINERVA ST,-122.4590538,37.71575904,2004,07
12-06-2004 12:00,NON-CRIMINAL,ACCIDENTAL SHOOTING,Saturday,PARK,UNFOUNDED,900 Block of OAK ST,-122.4349567,37.77349986,2004,06
01-04-2004 21:50,NON-CRIMINAL,ACCIDENTAL SHOOTING,Thursday,INGLESIDE,NONE,300 Block of HARKNESS AV,-122.4048763,37.71784827,2004,04
07-02-2015 09:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.4097084,37.78282765,2015,02
25-11-2014 18:55,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,"ARREST, BOOKED",11TH ST / MISSION ST,-122.4171049,37.77432429,2014,11
16-10-2014 11:31,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,2014,10
16-09-2014 10:19,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2014,09
16-09-2014 09:55,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,2014,09
05-09-2014 10:37,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,TENDERLOIN,"ARREST, CITED",0 Block of POWELL ST,-122.4078454,37.78509432,2014,09
01-09-2014 11:27,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,SOUTHERN,"ARREST, BOOKED",1400 Block of MARKET ST,-122.4184806,37.77589845,2014,09
20-08-2014 12:05,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,2014,08
22-07-2014 11:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,BEALE ST / MISSION ST,-122.3958155,37.79115272,2014,07
09-07-2014 09:12,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2014,07
14-06-2014 09:15,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,TENDERLOIN,NONE,MARKET ST / 8TH ST,-122.4147438,37.77871926,2014,06
10-06-2014 08:54,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,MISSION,"ARREST, CITED",MISSION ST / 16TH ST,-122.4196718,37.76505012,2014,06
05-04-2014 12:58,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2014,04
03-04-2014 14:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,NORTHERN,"ARREST, BOOKED",TURK ST / FILLMORE ST,-122.4321428,37.78049558,2014,04
20-03-2014 16:52,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2014,03
04-03-2014 15:10,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Tuesday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.4080683,37.78399168,2014,03
20-02-2014 10:50,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,"ARREST, CITED",900 Block of MARKET ST,-122.4085951,37.78370693,2014,02
03-02-2014 12:31,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Monday,CENTRAL,"ARREST, CITED",HYDE ST / BEACH ST,-122.4205641,37.80665678,2014,02
25-01-2014 14:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Saturday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.4137112,37.77966604,2014,01
27-12-2013 14:21,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,TENDERLOIN,NONE,MASON ST / EDDY ST,-122.4093131,37.78434785,2013,12
27-11-2013 15:23,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,SOUTHERN,JUVENILE CITED,800 Block of MARKET ST,-122.4076335,37.78418935,2013,11
16-10-2013 14:59,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Wednesday,TENDERLOIN,"ARREST, CITED",0 Block of POWELL ST,-122.4078454,37.78509432,2013,10
20-09-2013 07:34,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Friday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.4196718,37.76505012,2013,09
